P(1h);0; 50; 100; 150; 200; 250; 300; 350; 400; 450; 500; 550; 600; 650; 700; 750; 800; 850; 900; 950; 1000; 1050; 1100; 1150; 1200; 1250; 1300; 1350; 1400; 1450; 1500; 1550; 1600; 1650; 1700; 1750; 1800; 1850; 1900; 1950; 2000; 2050; 2100; 2150; 2200; 2250; 2300; 2350; 2400; 2450; 2500; 2550; 2600; 2650; 2700; 2750; 2800; 2850; 2900; 2950; 3000; 3050; 3100; 3150; 3200; 3250; 3300; 3350; 3400; 3450; 3500; 3550; 3600; 3650; 3700; 3750; 3800; 3850; 3900; 3950; 4000; 4050; 4100; 4150; 4200; 4250; 4300; 4350; 4400; 4450; 4500; 4550; 4600; 4650; 4700; 4750; 4800; 4850; 4900; 4950; 
1200;0.00048316229723540576;0.013593972550341988;0.032356775092983577;0.04326819030554983;0.04877926025839117;0.04939831195172403;0.05397325495367178;0.04925235667443417;0.04191936222576765;0.03572381235184281;0.03421393017298217;0.03154143871639883;0.029447735428378738;0.024324201901444957;0.019004383691259293;0.017182459195434117;0.015068624145029217;0.015576951145245632;0.013780191352401468;0.0112737869354928;0.009965222380480244;0.010176605885520733;0.009225380112838528;0.008631493122486676;0.01099194226210548;0.010705064648121957;0.007307829745685512;0.005692255814304624;0.0037797383877478095;0.004303164209752832;0.005737552279670443;0.004524613595985726;0.004006220714576906;0.004967512368451515;0.004363559496907258;0.0037495407441705967;0.005022874715009739;0.0033469054964744252;0.0036992113382085753;0.004303164209752832;0.006567987478043796;0.010790624638257395;0.014962932392508971;0.016055080501884835;0.023921566653748786;0.02144032693982113;0.018938955463508666;0.016689231017006305;0.01627149694752153;0.014691153600314056;0.013865751342536904;0.011303984579070014;0.010136342360751116;0.007413521498205756;0.0079872767261728;0.007071281537664011;0.005953968725307135;0.005148698229914792;0.0048668535565274725;0.005667091111323613;0.006155286349155221;0.004232703041406002;0.0031506208132225416;0.0025969973476403056;0.002144032693982113;0.0026120961694289123;0.0017715950898631544;0.0013991574857441958;0.00126830103024294;0.00253660206048588;0.002843611436854211;0.002138999753385911;0.0016961009809201221;0.0011072469311644714;0.0011525433965302908;0.0011424775153378865;0.00091599518850879;0.0007046116834683;0.0008052704953923429;0.0010619504657986521;0.0010820822281834607;0.0009612916538746093;0.0013890916045517915;0.0009210281291049922;0.001303531614416355;0.0011726751589150994;0.0012179716242809186;0.0008958634261239815;0.0006291175745252679;0.0008656657825467687;0.0005586564061784379;0.0005133599408126186;0.0003774705447151607;0.0005032940596202143;0.00032210819815693713;0.0004529646536581929;0.0004730964160430014;0.00020635056444428786;0.00031204231696453286;0.0;
1250;0.0011940659872779697;0.012254308542249025;0.023584178900798978;0.03773688728457289;0.044262980652829444;0.04084586093808465;0.04465366583760703;0.04683269869918341;0.043811766777452514;0.031199788699843727;0.029521493187771003;0.028178856778112826;0.02410692668324786;0.0216912816675104;0.02229656857350384;0.017822948077388684;0.015440318711069047;0.01489556049567495;0.013305306715383092;0.01327779367420157;0.01247991547993749;0.010531992164285872;0.009255387053463342;0.01044945304074131;0.023864811920850482;0.04141813219466027;0.02185635991459952;0.00940395747584355;0.0052439856491977195;0.0036317214359606453;0.003521669271234565;0.004721237866748839;0.005177954350362071;0.004633196134967975;0.003961877930138886;0.0036097110030154293;0.003395109281799573;0.0035932031783065172;0.00393986749719367;0.004721237866748839;0.005981335152862457;0.007329474170756939;0.013932604054321748;0.01944071489886206;0.016915017718398522;0.01827416195276561;0.01595206127704532;0.015858516937028153;0.013706997116633285;0.011825105099817313;0.012391873748156626;0.012298329408139458;0.010493473906631743;0.007665133273171483;0.009062795765192701;0.009497501815860718;0.006691171615345674;0.005618163009266392;0.005431074329232056;0.005656681266920521;0.005018378711509256;0.004115950960755398;0.005920806462263113;0.002817335416987652;0.0021845354698126914;0.0030594501793850285;0.0022395615521757315;0.002096493738031827;0.0016727929038364185;0.0022670745933572514;0.0015957563885281624;0.0023991371910285476;0.0017553320273809786;0.0018048555015077147;0.0009189355754627694;0.0012600972861136178;0.0008033808025003852;0.0008033808025003852;0.0007813703695551691;0.0009904694825347215;0.0009464486166442894;0.001254594677877314;0.0007648625448462571;0.0010179825237162416;0.0010620033896066735;0.0009299407919353774;0.0008088834107366892;0.0008584068848634253;0.0009629564413532014;0.0006162921224660489;0.0009574538331168974;0.0008584068848634253;0.0009464486166442894;0.0008253912354456012;0.0005942816895208329;0.00038518257654128056;0.00038518257654128056;0.0005997842977571369;0.00037417736006867253;0.0;
1300;0.00023141303369630896;0.00922438064872787;0.014077626216525462;0.028618078500443542;0.03892881477957909;0.04664901070928095;0.04733039353072008;0.04253500122134657;0.03872311430518237;0.0355926102104573;0.034917655528843065;0.02645822351927799;0.023385572682977;0.02028720928737642;0.020351490685625393;0.01785094429374028;0.013781931784580178;0.015247547664656802;0.012399881722227222;0.011847061697286039;0.007874471285499403;0.008877261098183408;0.009063677153105434;0.007000244269313346;0.020904310710566577;0.04504197575305658;0.039346643868197424;0.027236028438090587;0.00981576951261844;0.005052517902369412;0.003181929213324248;0.002989085018577324;0.003644755280716866;0.004197575305658049;0.0033104920098221977;0.006646696578943985;0.004737539050949436;0.0034840517850944293;0.00505894604219431;0.0066081277399946;0.006942391010889269;0.009070105292930331;0.009577928339097232;0.009442937402774385;0.012599154056799044;0.015009706491135595;0.017349549387398275;0.015504673257652701;0.01395549155985241;0.0152539758044817;0.013351246416312048;0.013068408264016559;0.01105640049882365;0.010297879999485749;0.009410796703649898;0.010664283969504905;0.0059717418973297505;0.00505894604219431;0.004782536029723719;0.004666829512875564;0.00599745445662934;0.0038375994754637904;0.0038954527338878673;0.003413342247020557;0.003207641772623838;0.002963372459277734;0.0022434207988892172;0.0022112800997647303;0.002757671984881015;0.0022369926590643198;0.0031883573531491455;0.003001941298227119;0.001883444968694959;0.0016456037951737526;0.0016327475155239577;0.0009642209737346207;0.000887083295835851;0.000449969787742823;0.000790661198462389;0.0007585204993379016;0.0012149184269056221;0.0011827777277811347;0.0010413586516333903;0.0010220742321586979;0.0007456642196881066;0.0011442088888317498;0.0011570651684815448;0.0008356581772366713;0.0010863556304076727;0.0009063677153105435;0.0010542149312831853;0.0007263798002134143;0.0010285023719835953;0.0007713767789876966;0.0007199516603885168;0.0004885386266922078;0.0003792602496689508;0.0004692542072175154;0.0005142511859917977;0.0;
1350;0.002026928142836236;0.00917605736865213;0.020664422654763648;0.031794233865066586;0.043531391775208546;0.045558319918044786;0.04901946436411532;0.04662666471535197;0.03712132299136543;0.032525976876920826;0.028055027074491437;0.024469486316405678;0.024469486316405678;0.02052539148251134;0.01873262110346846;0.017525245133908973;0.013273818235035855;0.012666471535196839;0.013917752085467585;0.011385921264451924;0.009066295916873994;0.009988292111810333;0.009337040831260062;0.007902824528025758;0.010581003951412263;0.02004975852480609;0.025252451339089713;0.016661788379920973;0.01137128640421484;0.008085760280989316;0.006271037611590809;0.007207668666764233;0.004346553490414166;0.0036074930484413874;0.003358700424410947;0.0026489097029123373;0.0034245572954778284;0.00398799941460559;0.0037684765110493194;0.004836821308356505;0.006322259622420606;0.00905166105663691;0.01211766427630616;0.01291526415922728;0.01686667642324016;0.018183813844577783;0.022786477389140934;0.020225376847651105;0.020005853944094834;0.015337333528464803;0.015966632518659447;0.014649495097321821;0.01152495243670423;0.008861407873554808;0.009534611444460706;0.008510171227864774;0.008239426313478706;0.008232108883360165;0.007639397043758232;0.007836967656958876;0.004514854383140641;0.005619786331040539;0.003278208693106981;0.004441680081955218;0.003519683887018879;0.0031684472413288454;0.0031099078003805065;0.003278208693106981;0.003285526123225523;0.0020561978633104054;0.0037538416508122348;0.002685496853505049;0.0020561978633104054;0.0016464217766720328;0.0013171374213376262;0.0008561393238694571;0.0009366310551734231;0.0006292989901946437;0.0006146641299575589;0.0007610127323284063;0.0005927118396019318;0.0013244548514561687;0.0011854236792038636;0.0013683594321674227;0.0015659300453680668;0.0015732474754866091;0.0016025171959607786;0.0011707888189667788;0.0012659154105078296;0.0013098199912190839;0.0012659154105078296;0.0010463925069515586;0.0006732035709058979;0.0007683301624469486;0.00055612468900922;0.0004902678179423386;0.0004097760866383726;0.00039514122640128786;0.00027806234450461;0.0;
1400;0.0004696073423519913;0.008469409612944685;0.01856184811086029;0.03578902272240439;0.04164675641384765;0.038104104532946666;0.03905979666825949;0.038293595214948344;0.037832226597900774;0.03316086935029412;0.031669660070193936;0.028135246914597373;0.023851109756298505;0.01928685593764933;0.018347641252945343;0.02287070144507242;0.022516436256982318;0.018899635848341544;0.01804280841668177;0.012465191385588822;0.009820560562869713;0.009013165483036465;0.008090428248941324;0.007736163060851225;0.008724810097381732;0.007258316993194813;0.012333371780718087;0.011130517886272636;0.009252088516864671;0.013008947255680602;0.008172815501985533;0.005643526833528316;0.005165680765871905;0.006731038573711876;0.007250078267890392;0.007406614048674389;0.0066156964194499825;0.004531298917431495;0.005289261645438218;0.005552900855179687;0.005791823889007893;0.008098666974245744;0.010290167905221704;0.013536225675163539;0.019410436817215642;0.02188205440854191;0.021363014714363394;0.02169256372654023;0.017968659888941984;0.018009853515464087;0.01436833693091005;0.012423997759066717;0.013083095783420389;0.010636194368007381;0.010183064476264233;0.008807197350425943;0.008494125788857948;0.007480762576414177;0.0059071660432697855;0.005503468503353161;0.004350046960734235;0.004061691575079504;0.003633277859249617;0.0035920842327275123;0.0037403812882070885;0.003328445022986044;0.0029329862083738406;0.003962826871426453;0.004045214124470662;0.0038310072665557185;0.003641516584554038;0.003979304322035295;0.0023645141623687984;0.0024304239648041655;0.0018372357428858607;0.0015983127090576546;0.0014335382029692365;0.0016147901596664964;0.0012440475209675558;0.0010875117401835587;0.0012275700703587142;0.001400583301751553;0.0011039891907924006;0.0011698989932277678;0.0010216019377481916;0.0010627955642702961;0.0012852411474896604;0.001664222511493022;0.0010216019377481916;0.0011698989932277678;0.0014500156535780784;0.00173837103923281;0.0016889386874062845;0.001071034289574717;0.0004613686170475704;0.0004613686170475704;0.0004778460676564122;0.0003707426386989405;0.0003130715615679942;0.0;
1450;8.106683960925784e-05;0.004083742045316363;0.014531230999959467;0.03451420696364152;0.02877872806128653;0.035821409752340806;0.03835474849013011;0.03917555024117385;0.03604434356126626;0.03586194317214544;0.023742450650561388;0.022860848769810708;0.022739248510396822;0.02471525272587248;0.02178671314498804;0.019982975963682054;0.018473106075959627;0.012889627497871996;0.010771756313080135;0.013690162539013416;0.005137610960236716;0.006586680718252199;0.004215475659681407;0.0053909448340156456;0.005451744963722589;0.009120019456041507;0.00965708726845284;0.007184548660370475;0.008968019131774148;0.093064731871428;0.00559361193303879;0.004833610311701998;0.0035061408131004013;0.0033642738437842;0.004478942888411495;0.007083215110858903;0.0049754772810182;0.007346682339588991;0.008603218353532487;0.007468282599002878;0.008005350411414211;0.010619755988812776;0.013416561955332171;0.011207490575979896;0.01368002918406226;0.016253901341656194;0.020134976287949413;0.020834177779579265;0.019516841635928824;0.019587775120586924;0.015676300109440232;0.015595233269830975;0.010295488630375745;0.00793441692675611;0.010376555469985003;0.009829354302622512;0.011146690446272952;0.009444286814478538;0.008968019131774148;0.007964816991609582;0.005836812451866564;0.003800008106683961;0.004073608690365206;0.003303473714077257;0.003222406874467999;0.0035669409428073446;0.0030805399051517975;0.0030805399051517975;0.0028576060962263385;0.0032122735195168417;0.0030602731952494833;0.0016821369218921;0.0011146690446272951;0.0012160025941388675;0.0010336022050180373;0.0009018685906529934;0.0007904016861902638;0.0008613351708483645;0.0010842689797738235;0.0012768027238458108;0.0010538689149203518;0.0016010700822828422;0.0014389364030643265;0.001185602529285396;0.0012464026589923392;0.0013882696283085403;0.001945604150622188;0.0010842689797738235;0.0011248023995784524;0.001195735884236553;0.0012768027238458108;0.000972802075311094;0.000577601232215962;0.0006282680069717482;0.00043573426289976084;0.0010336022050180373;0.000618134652020591;0.00032426735843703135;0.0003952008430951319;0.0;
1500;0.00019341259457307015;0.003959269583025201;0.01467660276466238;0.030832243017236475;0.03195858695033847;0.034859775868934524;0.04033221457420786;0.03988850332783435;0.040047784288070994;0.04146993571875533;0.035314864326753515;0.03217475396780249;0.028545423516696058;0.031537630126855905;0.02350531884635076;0.018795153307924226;0.01571192900620058;0.019079583594061096;0.016610728710393083;0.012423914898458387;0.00794129358894135;0.00639399283235679;0.006826326867284829;0.0049490869787815;0.00477842880709938;0.006632914272711759;0.003617953239660959;0.00516525399624552;0.005597588031173559;0.004812560441435804;0.0053814210137095395;0.002753285169804881;0.003504181125206212;0.004880823710108653;0.004084418908925422;0.0041185505432618464;0.005301780533591217;0.0044029808293987146;0.0030832243017236477;0.005506570339609762;0.005859263894419478;0.008077820126287046;0.014107742192388646;0.014449058535752887;0.016258035155583366;0.023766994709596676;0.02085442857955515;0.017634677740485806;0.024404118550543263;0.022333466067466865;0.020569998293418282;0.016906536207975425;0.014733488821889755;0.01409636498094317;0.013720917003242506;0.011434097502702087;0.010774219238864555;0.009590989248535183;0.008874224927470278;0.006314352352238466;0.006610159849820809;0.005438307070936913;0.003617953239660959;0.004323340349280391;0.003652084873997383;0.00456226178963536;0.0034928039137607373;0.0030832243017236477;0.003344900164969566;0.0028556800728141533;0.004061664486034473;0.0037317253541157063;0.003629330451106434;0.0021275385403037713;0.002070652483076398;0.0020478980601854485;0.0012401160475567438;0.0010922122987655726;0.001194607201774845;0.001160475567438421;0.0012514932590022186;0.0014107742192388645;0.0016610728710393084;0.002434723249331589;0.001945503157176176;0.0029694521872689005;0.002878434495705103;0.001626941236702884;0.0012059844132203197;0.0022754422890949428;0.00219580180897662;0.0015814323909209853;0.002070652483076398;0.0012628704704476933;0.000477842880709938;0.001035326241538199;0.0008874224927470277;0.0006029922066101599;0.000477842880709938;0.0;
1550;0.00034469881940654354;0.0035906127021514953;0.01964783270617298;0.029500473960876683;0.03869244247838451;0.040631373337546316;0.03656679975871083;0.03933875276477178;0.03694022347973458;0.03090799414012007;0.029198862493895958;0.022735759630023267;0.023755493637434292;0.022807571884066298;0.017450377732456265;0.019058972223020137;0.01640191882342803;0.014448625513457616;0.01661735558555712;0.018096688018843534;0.016272656766150577;0.010872375262114728;0.010211702524918853;0.0065780024703415395;0.004911958176543245;0.004710883865222761;0.0036337000545773133;0.004165110734495735;0.005429006405653061;0.00593169218395427;0.007928072846350501;0.006750351880044811;0.006678539626001781;0.006793439232470629;0.005357194151610031;0.005429006405653061;0.0068652514865136585;0.004481084652285066;0.004308735242581794;0.007281762559963232;0.009838278803895097;0.01258150690833884;0.011274523884755694;0.01347197885847241;0.015927957946744033;0.015310372561973975;0.014549162669117858;0.01775198919943699;0.020351592795794675;0.016315744118576395;0.021471863958865942;0.01961910780455577;0.01114526182747824;0.014606612472352282;0.010570763795134002;0.011245798983138483;0.01047022663947376;0.011691034958205268;0.008761094993249648;0.008258409214948439;0.00975210409904346;0.006893976388130871;0.0064774653146812975;0.00710941315025996;0.008129147157670985;0.004897595725734639;0.004897595725734639;0.004222560537730158;0.004021486226409674;0.003762962111854767;0.003877861718323615;0.0018383937035015656;0.0012926205727745383;0.002154367621290897;0.0016804067446068998;0.0025277913423146525;0.001508057334903628;0.0016947691954155057;0.0013787952776261742;0.0020825553672478674;0.0016947691954155057;0.0025708786947404704;0.002872490161721196;0.0032171889811277395;0.002140005170482291;0.001551144687329446;0.0021256427196736853;0.0029012150633384083;0.0014506075316692041;0.0018240312526929595;0.0014506075316692041;0.0020681929164392612;0.0025421537931232586;0.0013213454743917503;0.000789934794473329;0.0011059087122626606;0.000775572343664723;0.0002728865653635136;0.0005888604831528452;0.0;
1600;0.0;0.007296030182816878;0.014508835686742308;0.029087025272560824;0.030113462978888672;0.03523178073071268;0.039989458207340414;0.0355091963270175;0.03435792160235249;0.028324132382722557;0.028268649263461593;0.020847782062307543;0.01692235137459428;0.01785169362221544;0.015909784448081672;0.015146891558243404;0.019391350181707217;0.021680028851222017;0.015909784448081672;0.01417593697117652;0.009029877659722029;0.01133242710905207;0.011304685549421588;0.00869697894415624;0.008280855549699003;0.01041695564124615;0.006685715870946265;0.007198934724110189;0.005770244403140345;0.004840902155519184;0.004480261880322912;0.006893777568174882;0.006560878852609094;0.006588620412239576;0.008419563347851416;0.007670541237828391;0.007046356146142536;0.007601187338752185;0.0051876716509002135;0.010014703026604156;0.009016006879906788;0.011138236191638694;0.011360168668682554;0.012774988209837157;0.013981746053763143;0.019058451466141428;0.018364912475379365;0.018101367658889783;0.022831303575887037;0.01946070408078342;0.016825255915887592;0.014564318806003274;0.013981746053763143;0.013773684356534524;0.012053707659444614;0.012899825228174329;0.013413044081338253;0.012053707659444614;0.009806641329375537;0.013080145365772464;0.010430826421061391;0.007767636696535079;0.006921519127805365;0.006006047659999445;0.003939301467528505;0.004133492384941881;0.004965739173856354;0.0036341443115931976;0.003980913806974228;0.002205453990623353;0.004050267706050434;0.003578661192332233;0.003190279357505479;0.003218020917135961;0.0019280383943185285;0.0022886786695148;0.0017061059172746693;0.0034815657336255443;0.0028851222015701724;0.0028157683024939663;0.002649318944711072;0.002191583210808112;0.0023164202291452826;0.0014564318806003273;0.0019835215135794934;0.0019280383943185285;0.0022470663300690765;0.0025244819263739006;0.0018170721557965988;0.0016783643576441867;0.0020667461924709406;0.0017893305961661165;0.0021638416511776293;0.001692235137459428;0.0017893305961661165;0.001428690320969845;0.0008322467889144727;0.0006657974311315782;0.0005687019724248898;0.0;
1650;0.00043377047758129584;0.009311606252078483;0.01311432743887451;0.01606396668642732;0.025925015543442113;0.02977111377799627;0.04119373635430373;0.03410881855380923;0.03776694958141149;0.029380720348173104;0.027501048278654155;0.02355373693266436;0.01816052399473692;0.01544222900189413;0.0160784257023467;0.02047396654183716;0.0255635401454577;0.024218851664955684;0.024088720521681293;0.01444455690345715;0.01078642587585489;0.013736065123407701;0.010988852098726161;0.006463180115961308;0.006347507988606295;0.006882491577623227;0.006477639131880684;0.008935671838174694;0.006087245702057518;0.006969245673139486;0.004944983444426772;0.0034701638206503667;0.004265409696216076;0.00241465565853588;0.0034123277569728604;0.006159540781654401;0.005942655542863753;0.003759344139037897;0.00516186868321742;0.006101704717976894;0.006376426020445049;0.011914229117566259;0.014227671664666503;0.01610734373418545;0.020719769812466565;0.022324720579517357;0.018912392822544498;0.019765474761787714;0.01824727809025318;0.0163242289729761;0.017177310912219315;0.015500065065571637;0.011552753719581844;0.01315770448663264;0.01552898309741039;0.014646983126328422;0.013013114327438874;0.011625048799178727;0.011943147149405012;0.010598458668902994;0.008415147265077139;0.008342852185480256;0.006361967004525672;0.006361967004525672;0.008082589898931479;0.005798065383669987;0.005624557192637469;0.004279868712135452;0.003267737597779095;0.003759344139037897;0.0030074753112303175;0.003426786772892237;0.002877344167955929;0.002718294992842787;0.0032821966136984716;0.002718294992842787;0.002226688451583985;0.0024869507381327627;0.0011856393053888753;0.0014314425760182763;0.0025303277858908925;0.0017929179740026895;0.002385737626697127;0.001923049117277078;0.0024869507381327627;0.002559245817729645;0.0023423605789389974;0.002805049088359046;0.00208209829239022;0.002761672040600917;0.0034701638206503667;0.003238819565940342;0.0022556064834227383;0.0012434753690663814;0.001344688480502017;0.0011133442257919926;0.0006506557163719437;0.0008386229233238386;0.0009542950506788508;0.0;
1700;0.0004575326511937443;0.009337825472090508;0.01601364279178105;0.03223525497046835;0.02610015805673405;0.03618667332168705;0.033795025372265204;0.03067548456867149;0.030654687629980866;0.025164295815655935;0.02333416521088096;0.02478995091922469;0.0239580733715997;0.023146992762665335;0.016242409117377923;0.014474669328674819;0.014245903003077947;0.014578654022127943;0.01593045503701855;0.019153980534065387;0.013102071375093586;0.010377672406621746;0.004304966308959321;0.004450544879793694;0.003514682638715581;0.006280675484568671;0.003015556110140587;0.002641211213709342;0.004887280592296814;0.004700108144081191;0.004304966308959321;0.0036394642708593296;0.004804092837534315;0.008651526495299891;0.006301472423259296;0.005116046917893686;0.01079361118043424;0.007091756093503036;0.007757258131603028;0.005469594875634307;0.00794443057981865;0.012083021379252974;0.014287496880459197;0.019944264204309125;0.015639297895349805;0.016263206056068548;0.019320356043590385;0.024374012145412197;0.0260585641793528;0.02312619582397471;0.019445137675734133;0.020692953997171616;0.018030945844771648;0.02013143665252475;0.01360119790366858;0.01351801014890608;0.014516263206056068;0.015992845853090427;0.009067465269112387;0.009400216288162382;0.0057815489559936775;0.007362116296481158;0.005032859163131187;0.0039306214125280755;0.0030779469262124616;0.004741702021462441;0.004055403044671824;0.0039306214125280755;0.005157640795274935;0.005739955078612428;0.0040346061059812;0.0035562765160968303;0.003681058148240579;0.0031611346809749604;0.0022876632559687216;0.002620414275018717;0.0016429581565593544;0.001206222444056235;0.001767739788703103;0.002620414275018717;0.0017053489726312288;0.001684552033940604;0.0018301306047749772;0.0030571499875218368;0.0014973795857249812;0.0030571499875218368;0.0036186673321687048;0.003348307129190583;0.0029115714166874636;0.002079693869062474;0.0023500540720405956;0.002246069378587472;0.0017885367273937276;0.0021628816238249728;0.0017885367273937276;0.0012478163214374844;0.001123034689293736;0.0009982530571499876;0.0009982530571499876;0.0;
1750;0.0018270885740765258;0.004104329405534225;0.020601085661326624;0.02642658546273004;0.035879782867734675;0.0378657487091222;0.03646233284787501;0.04239375082748577;0.019886137958427114;0.023434396928372833;0.02714153316562955;0.017132265325036408;0.012789620018535681;0.012339467761154509;0.018032569839798757;0.01670859261220707;0.02155434926519264;0.017582417582417582;0.012683701840328347;0.0064080497815437575;0.0076525883754799415;0.007970342910101947;0.009188401959486297;0.008605851979345954;0.007970342910101947;0.006911161128028598;0.0024890771878723684;0.0026744339997352047;0.004819277108433735;0.004739838474778234;0.004660399841122733;0.004607440752019065;0.00585197934595525;0.010035747385144976;0.0064080497815437575;0.0051635111876075735;0.0061167747914735865;0.0061697338805772545;0.005613663444988746;0.0061697338805772545;0.008261617900172116;0.015517013107374553;0.01787369257248775;0.020971799285052297;0.021316033364226137;0.023990467363961338;0.0234873560174765;0.02012445385939362;0.01734410168145108;0.016152522176618563;0.021104197007811465;0.016073083542963062;0.016046603998411228;0.014960942671786045;0.015940685820203894;0.018323844829868926;0.013769363166953529;0.012842579107639349;0.012312988216602674;0.007970342910101947;0.005295908910366741;0.004978154375744737;0.005137031643055739;0.005375347544022243;0.007334833840857937;0.004739838474778234;0.004845756652985569;0.006090295246921753;0.0034952998808420494;0.00307162716801271;0.004024890771878724;0.005348867999470409;0.004130808950086058;0.002806831722494373;0.002992188534357209;0.0021183635641466966;0.0024361180987687013;0.0011915795048325168;0.0029127499007017077;0.002091884019594863;0.003813054415464054;0.0021183635641466966;0.002833311267046207;0.0031245862571163776;0.0035747385144975505;0.0023037203760095325;0.0029392294452535417;0.0048722361975374025;0.0035217794253938834;0.004369124851052562;0.002753872633390706;0.0024096385542168677;0.002833311267046207;0.0014034158612471865;0.001376936316695353;0.0018270885740765258;0.0015093340394545214;0.0012180590493843506;0.0013239772275916854;0.0;
1800;0.00012017786323759164;0.0037735849056603774;0.012113928614349238;0.026415094339622643;0.027424588390818412;0.03090974642470857;0.029563754356447543;0.02660737892080279;0.023651003485158036;0.023194327604855184;0.026415094339622643;0.01853142651123663;0.019276529263309698;0.01610383367383728;0.02023795216921043;0.020718663622160797;0.01968513399831751;0.015310659776469174;0.014878019468813845;0.013580098545847855;0.0074510275207306815;0.008700877298401634;0.008941233024876817;0.006970316067780315;0.0049032568200937385;0.005912750871289509;0.0029804110082922728;0.006153106597764692;0.005263790409806513;0.0023795216921043143;0.0022353082562192044;0.0036293714697752675;0.0020189881023915395;0.0041581540680206705;0.008244201418098786;0.010431438529022953;0.011008292272563393;0.018459319793294075;0.014974161759403918;0.014469414733806033;0.01908424468212955;0.011416897007571205;0.011152505708448503;0.015767335656772023;0.023338541040740294;0.023843288066338182;0.019997596442735247;0.024780675399591397;0.01781035933181108;0.020910948203340943;0.02095901934863598;0.01624804710972239;0.01711332772503305;0.009974762648720105;0.009566157913712294;0.015310659776469174;0.010816007691383247;0.010503545246965508;0.01047950967431799;0.009277731041942074;0.007595240956615791;0.007691383247205865;0.012474462204062012;0.01091214998197332;0.00790770340103353;0.006657853623362577;0.004086047350078116;0.0031246244441773827;0.004999399110683812;0.004374474221848335;0.002812161999759644;0.007354885230140608;0.002043023675039058;0.002283379401514241;0.0024516284100468693;0.0028602331450546807;0.0020189881023915395;0.0023795216921043143;0.0031005888715298644;0.0036534070424227858;0.0028361975724071624;0.0016344189400312463;0.0025477707006369425;0.0022593438288667227;0.0022353082562192044;0.0024756639826943876;0.003533229179185194;0.0031005888715298644;0.0032448023074149743;0.0033169090253575293;0.002211272683571686;0.001538276649441173;0.0010816007691383247;0.0014180987862035812;0.001177743059728398;0.0021151303929816128;0.0018507390938589112;0.002283379401514241;0.002211272683571686;0.0;
1850;0.00012994438380373202;0.0009355995633868704;0.014709704246582463;0.02159675658818026;0.024663444045948335;0.022272467383959667;0.026326732158636103;0.02988720827485836;0.024637455169187587;0.019517646447320548;0.022714278288892355;0.021492801081137273;0.01832215811632621;0.016191070221945006;0.023078122563542802;0.018166224855761734;0.018867924528301886;0.023493944591714746;0.028041998024845367;0.01891990228182338;0.012734549612765737;0.01003170642964811;0.007302874369769738;0.010083684183169603;0.005353708612713759;0.005977441654971672;0.004652008940173606;0.006393263683143614;0.00621134154581839;0.004833931077498831;0.0033265762253755393;0.002650865429596133;0.004859919954259577;0.004314153542283902;0.0035864649929830033;0.006913041218358542;0.00953791777119393;0.006185352669057643;0.01213680544726857;0.017854358334632777;0.006601174697229586;0.013124382764176932;0.019985446229013982;0.013202349394459172;0.01522948178179739;0.01632101460574874;0.018660013514215916;0.024507510785383855;0.01790633608815427;0.0155153594261656;0.018062269348718747;0.017828369457872032;0.012656582982483497;0.012266749831072302;0.018893913405062635;0.018010291595197257;0.014605748739539477;0.01720463641561412;0.01710068090857113;0.014033993450803056;0.010005717552887363;0.014839648630386195;0.00953791777119393;0.0047559644472165916;0.006315297052861375;0.004807942200738084;0.005639586257081969;0.003976298144394199;0.0016372992359270232;0.0015333437288840377;0.0021050990176204585;0.0021050990176204585;0.0016632881126877697;0.002287021154945683;0.002209054524663444;0.003196631841571807;0.0033525651021362856;0.002780809813399865;0.003378553978897032;0.0024429544155101617;0.003924320390872707;0.0016632881126877697;0.0028327875669213578;0.0020791101408597122;0.0031446540880503146;0.004080253651437185;0.003222620718332554;0.004210198035240917;0.0032486095950933;0.002209054524663444;0.0026248765528353864;0.0030666874577680754;0.002157076771141951;0.0027028431831176256;0.002468943292270908;0.0017672436197307552;0.0018971880035344873;0.0013774104683195593;0.0021310878943812048;0.0;
